file_path,mineral_name,formula,reference
/Volumes/Sajid's SSD/MinX-EQ/Chukanovite/0_Chukanovite_298.00_1.00_.cif,Chukanovite,Fe₂ C O₅ H₂,"Pekov I. V., Perchiazzi N., Merlino S., Kalachev V. N., Merlini M., Zadov A. E., Chukanovite, Fe2(CO3)(OH)2, a new mineral from the weathered iron meteorite Dronino, European Journal of Mineralogy, 19, 891–898 (2007)."
/Volumes/Sajid's SSD/MinX-EQ/Tychite/0_Tychite_298.00_1.00_.cif,Tychite,S Mg₂ C₄ Na₆ O₁₆,"Schmidt G. R., Reynard J., Yang H., Downs R. T., Tychite, Na6Mg2(SO4)(CO3)4: Structure analysis and Raman spectroscopic data, Acta Crystallographica, Section E, 62, i207–i209 (2006)."
/Volumes/Sajid's SSD/MinX-EQ/Bartelkeite/0_Bartelkeite_298.00_1.00_.cif,Bartelkeite,Pb Fe Ge₃ O₁₀ H₄,"Origlieri M. J., Yang H., Downs R. T., Posner E. S., Domanik K. J., Pinch W. W., The crystal structure of bartelkeite, with a revised chemical formula, PbFeGeVI(GeIV2O7)(OH)2*H2O, isotypic with high-pressure P21/m lawsonite, American Mineralogist, 97, 1812–1815 (2012)."
/Volumes/Sajid's SSD/MinX-EQ/Gearksutite/0_Gearksutite_298.00_1.00_.cif,Gearksutite,Ca Al F₄ O₂,"Marchetti F., Perchiazzi N., The crystal structure of gearksutite, CaAlF4(OH).H2O, American Mineralogist, 85, 231–235 (2000)."
/Volumes/Sajid's SSD/MinX-EQ/Minasragrite/0_Minasragrite_298.00_1.00_.cif,Minasragrite,V S O₁₀ H₁₀,"Tachez M., Theobald F. R., Watson K. J., Mercier R., Redetermination de la structure du sulfate de vanadyle pentahydrate VOSO4*5H2O Note: anisoB's from ICSD, Acta Crystallographica, Section B, 35, 1545–1550 (1979)."
/Volumes/Sajid's SSD/MinX-EQ/Krutaite/0_Krutaite_298.00_1.00_.cif,Krutaite,Cu Se₂,"Milman V., Klockmannite, CuSe: structure, properties and phase stability from ab initio modeling, Acta Crystallographica, Section B, 58, 437–447 (2002)."
/Volumes/Sajid's SSD/MinX-EQ/Niter/0_Niter_298.00_1.00_.cif,Niter,K N O₃,"Nimmo J., Lucas B., The crystal structures of gamma- and beta-KNO3 and the alpha-gamma-beta phase transformations _cod_database_code 1000051, Acta Crystallographica, Section B, 32, 1968–1971 (1976)."
/Volumes/Sajid's SSD/MinX-EQ/Retgersite/0_Retgersite_298.00_1.00_.cif,Retgersite,Ni S O₁₀ D₁₂,"O'Connor B. H., Dale D. H., A neutron diffraction analysis of the crystal structure of tetragonal nickel sulphate hexadeuterate, Acta Crystallographica, 21, 705–709 (1966)."
/Volumes/Sajid's SSD/MinX-EQ/Valentinite/0_Valentinite_298.00_1.00_.cif,Valentinite,Sb₂ O₃,"Buerger M. J., The crystal structure of valentinite, American Mineralogist, 21, 206–207 (1936)."
/Volumes/Sajid's SSD/MinX-EQ/Boleite/0_Boleite_298.00_1.00_.cif,Boleite,K Pb₂₆ Ag₉ Cu₂₄ Cl₆₂ O₄₈ H₄₈,"Cooper M. A., Hawthorne F. C., Boleite: Resolution of the formula, KPb26Ag9Cu24Cl62(OH)48, The Canadian Mineralogist, 38, 801–808 (2000)."
/Volumes/Sajid's SSD/MinX-EQ/Illite/0_Illite_298.00_1.00_.cif,Illite,K Al₂ Si₄ O₁₂ H₂,"Drits V. A., Zviagina B. B., McCarty D. K., Salyn A. L., Factors responsible for crystal-chemical variations in the solid solutions from illite to aluminoceladonite and from glauconite to celadonite Sample Name: RM30, American Mineralogist, 95, 348–361 (2010)."
/Volumes/Sajid's SSD/MinX-EQ/Nicksobolevite/0_Nicksobolevite_298.00_1.00_.cif,Nicksobolevite,Cu₇ Se₂ O₈ Cl₆,"Vergasova L. P., Semenova T. F., Krivovichev S. V., Filatov S. K., Zolotarev A. A., Ananiev V. V., Nicksobolevite, Cu7(SeO3)2O2Cl6, a new complex copper oxoselenite chloride from Tolbachik fumaroles, Kamchatka peninsula, Russia, European Journal of Mineralogy, 26, 439–449 (2014)."
/Volumes/Sajid's SSD/MinX-EQ/Tvalchrelidzeite/0_Tvalchrelidzeite_298.00_1.00_.cif,Tvalchrelidzeite,Hg₃ Sb As S₃,"Yang H., Downs R. T., Costin G., Eichler C. M., The crystal structure of tvalchrelidzeite, Hg3SbAsS3, and a revision of its chemical formula, The Canadian Mineralogist, 45, 1529–1533 (2007)."
/Volumes/Sajid's SSD/MinX-EQ/Pavonite/0_Pavonite_298.00_1.00_.cif,Pavonite,Bi₃ Ag S₅,"Makovicky E., Mumme W. G., Watts J. A., The crystal structure of synthetic pavonite, AgBi3S5, and the definition of the pavonite homologous series, The Canadian Mineralogist, 15, 339–348 (1977)."
/Volumes/Sajid's SSD/MinX-EQ/Sternbergite/0_Sternbergite_298.00_1.00_.cif,Sternbergite,Ag Fe₂ S₃,"Pertlik F., Crystal structure of sternbergite, AgFe2S3, Neues Jahrbuch fur Mineralogie, Monatshefte, 1987, 458–464 (1987)."
/Volumes/Sajid's SSD/MinX-EQ/Bertrandite/0_Bertrandite_298.00_1.00_.cif,Bertrandite,Si₂ Be₄ H₂ O₉,"Downs J. W., Ross F. K., Neutron-diffraction study of bertrandite Note: O2y has been corrected, American Mineralogist, 72, 979–983 (1987)."
/Volumes/Sajid's SSD/MinX-EQ/Erniggliite/0_Erniggliite_298.00_1.00_.cif,Erniggliite,Sn Tl₂ As₂ S₆,"Graeser S., Schwander H., Wulf R., Edenharter A., Erniggliite (Tl2SnAs2S6), a new mineral from Lengenbach, Binntal (Switzerland): description and crystal structure determination based on data from synchrotron radiation, Schweizerische Mineralogische und Petrographische Mitteilungen, 72, 293–305 (1992)."
/Volumes/Sajid's SSD/MinX-EQ/Rhabdophane-(Ce)/0_Rhabdophane-(Ce)_298.00_1.00_.cif,Rhabdophane-(Ce),Ce P O₄,"Mooney R. C. L., X-ray diffraction study of cerous phosphate and related crystals I. Hexagonal modification, Acta Crystallographica, 3, 337–340 (1950)."
/Volumes/Sajid's SSD/MinX-EQ/Eldragonite/0_Eldragonite_298.00_1.00_.cif,Eldragonite,Cu₆ Bi Se₆,"Paar W. H., Cooper M. A., Moelo Y., Stanley C. J., Putz H., Topa D., Roberts A. C., Stirling J., Raith J. G., Rowe R., Eldragonite, Cu6BiSe4(Se2), a new mineral species from the El Dragon mine, Potosi, Bolivia, and its crystal structure, The Canadian Mineralogist, 50, 281–294 (2012)."
/Volumes/Sajid's SSD/MinX-EQ/Sudburyite/0_Sudburyite_298.00_1.00_.cif,Sudburyite,Pd Sb,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Note: ideal nickel arsenide structure, Crystal Structures, 1, 85–237 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Delafossite/0_Delafossite_298.00_1.00_.cif,Delafossite,Cu Fe O₂,"Pabst A., Crystal structure and density of delafossite, American Mineralogist, 23, 175–176 (1938)."
/Volumes/Sajid's SSD/MinX-EQ/Foshagite/0_Foshagite_298.00_1.00_.cif,Foshagite,Ca₄ Si₃ O₁₁ H₂,"Gard J. A., Taylor H. F. W., The crystal structure of foshagite, Acta Crystallographica, 13, 785–793 (1960)."
/Volumes/Sajid's SSD/MinX-EQ/Hydroromarchite/0_Hydroromarchite_298.00_1.00_.cif,Hydroromarchite,Sn₃ O₄ H₂,"Abrahams I., Grimes S. M., Johnston S. R., Knowles J. C., Tin(II) oxyhydroxide by X-ray powder diffraction, Acta Crystallographica, Section C, 52, 286–288 (1996)."
/Volumes/Sajid's SSD/MinX-EQ/Ronneburgite/0_Ronneburgite_298.00_1.00_.cif,Ronneburgite,Mn V₄ K₂ O₁₂,"Witzke T., Zhen S., Seff K., Doering T., Nasdala L., Kolitsch U., Ronneburgite, K2MnV4O12, a new mineral from Ronneburg, Thuringia, Germany: Description and crystal structure, American Mineralogist, 86, 1081–1086 (2001)."
/Volumes/Sajid's SSD/MinX-EQ/Hydrohalite/0_Hydrohalite_298.00_1.00_.cif,Hydrohalite,Na Cl O₂ H₄,"Klewe B., Pedersen B., The crystal structure of sodium chloride dihydrate, Acta Crystallographica, Section B, 30, 2363–2371 (1974)."
/Volumes/Sajid's SSD/MinX-EQ/Meliphanite/0_Meliphanite_298.00_1.00_.cif,Meliphanite,Ca₄ Na₄ Al Si₇ Be₄ O₂₄ F₄,"Grice J. D., Hawthorne F. C., New data on meliphanite, Ca4(Na,Ca)4Be4AlSi7O24(F,O)4, The Canadian Mineralogist, 40, 971–980 (2002)."
/Volumes/Sajid's SSD/MinX-EQ/Jaipurite/0_Jaipurite_298.00_1.00_.cif,Jaipurite,Co S,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Note: ideal nickel arsenide structure, Crystal Structures, 1, 85–237 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Helium/0_Helium_2.00_1.00_.cif,Helium,He,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Sample at T = 2 K Hexagonal closest packed, hcp, structure, Crystal Structures, 1, 7–83 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Xifengite/0_Xifengite_298.00_1.00_.cif,Xifengite,Fe₅ Si₃,"Weill A. R., Structure of the eta phase of the iron-silicon system, Nature, 152, 413–413 (1943)."
/Volumes/Sajid's SSD/MinX-EQ/Kremersite/0_Kremersite_298.00_1.00_.cif,Kremersite,N₂ H₁₀ Fe Cl₅ O,"Figgis B. N., Raston C. L., Sharma R. P., White A. H., Crystal structure of diammonium aquapentachloroferrate(III), Australian Journal of Chemistry, 31, 2717–2720 (1978)."
/Volumes/Sajid's SSD/MinX-EQ/Arsenohauchecornite/0_Arsenohauchecornite_298.00_1.00_.cif,Arsenohauchecornite,Ni₁₈ Bi₃ As S₁₆,"Grice J. D., Ferguson R. B., The crystal structure of arsenohauchecornite, The Canadian Mineralogist, 27, 137–142 (1989)."
/Volumes/Sajid's SSD/MinX-EQ/Portlandite/0_Portlandite_463.15_1.00_.cif,Portlandite,Ca O₂ H₂,"Henderson D. M., Gutowsky H. S., A nuclear magnetic resonance determination of the hydrogen positions in Ca(OH)2 T = -190 C, American Mineralogist, 47, 1231–1251 (1962)."
/Volumes/Sajid's SSD/MinX-EQ/Oldhamite/0_Oldhamite_298.00_1.00_.cif,Oldhamite,Ca S,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York rocksalt structure, Crystal Structures, 1, 85–237 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Poughite/0_Poughite_298.00_1.00_.cif,Poughite,Fe₂ Te₂ S O₁₃ H₆,"Kampf A. R., Mills S. J., The role of hydrogen in tellurites: crystal structure refinements of juabite, poughite and rodalquilarite, Journal of Geosciences, 56, 235–247 (2011)."
/Volumes/Sajid's SSD/MinX-EQ/Natrotantite/0_Natrotantite_298.00_1.00_.cif,Natrotantite,Na₂ Ta₄ O₁₁,"Ercit T. S., Hawthorne F. C., Cerny P., The crystal structure of synthetic natrotantite, Bulletin de Mineralogie, 108, 541–549 (1985)."
/Volumes/Sajid's SSD/MinX-EQ/Carnegieite/0_Carnegieite_298.00_1.00_.cif,Carnegieite,Na Al Si O₄,"Barth F., Posnjak E., Silicate structures of the cristobalite type. The crystal structure of alpha-carnegieite (Na Al Si O4) _cod_database_code 1010957, Zeitschrift fur Kristallographie, 81, 135–141 (1932)."
/Volumes/Sajid's SSD/MinX-EQ/Olivenite/0_Olivenite_298.00_1.00_.cif,Olivenite,As Cu₂ O₅,"Burns P. C., Hawthorne F. C., Rietveld refinement of the crystal structure of olivenite: A twinned monoclinic structure, The Canadian Mineralogist, 33, 885–888 (1995)."
/Volumes/Sajid's SSD/MinX-EQ/Pararealgar/0_Pararealgar_298.00_1.00_.cif,Pararealgar,As S,"Bonazzi P., Menchetti S., Pratesi G., The crystal structure of pararealgar, American Mineralogist, 80, 400–403 (1995)."
/Volumes/Sajid's SSD/MinX-EQ/Niocalite/0_Niocalite_298.00_1.00_.cif,Niocalite,Ca₇ Nb Si₄ O₁₇ F,"Mellini M., Niocalite revised: Twinning and crystal structure Note: cuspidine structure, Tschermaks Mineralogische und Petrographische Mitteilungen, 30, 249–266 (1982)."
/Volumes/Sajid's SSD/MinX-EQ/Fuettererite/0_Fuettererite_298.00_1.00_.cif,Fuettererite,Pb₃ Cu₆ Te O₁₃ H₇ Cl₅,"Kampf A. R., Mills S. J., Housley R. M., Marty J., Lead-tellurium oxysalts from Otto Mountain near Baker, California: VIII. Fuettererite, Pb3Cu2+6Te6+O6(OH)7Cl5, a new mineral with double spangolite-type sheets, American Mineralogist, 98, 506–511 (2013)."
/Volumes/Sajid's SSD/MinX-EQ/Szenicsite/0_Szenicsite_298.00_1.00_.cif,Szenicsite,Cu₃ Mo O₈ H₄,"Burns P. C., The crystal structure of szenicsite, Cu3MoO4(OH)4, Mineralogical Magazine, 62, 461–469 (1998)."
/Volumes/Sajid's SSD/MinX-EQ/Santarosaite/0_Santarosaite_298.00_1.00_.cif,Santarosaite,Cu B₂ O₄,"Martinez-Ripoll M., Martinez-Carrera S., Garcia-Blanco S., The crystal structure of copper metaborate, CuB2O4, Acta Crystallographica, Section B, 27, 677–681 (1971)."
/Volumes/Sajid's SSD/MinX-EQ/Benitoite/0_Benitoite_298.00_0.99_.cif,Benitoite,Ba Ti Si₃ O₉,"Hejny C., Miletich R., Jasser A., Schouwink P., Crichton W., Kahlenberg V., Second-order P6c2-P31c transition and structural crystallography of the cyclosilicate benitoite, BaTiSi3O9, at high pressure Note: P = 0.0001 GPa, American Mineralogist, 97, 1749–1763 (2012)."
/Volumes/Sajid's SSD/MinX-EQ/Vanthoffite/0_Vanthoffite_298.00_1.00_.cif,Vanthoffite,Na₆ Mg S₄ O₁₆,"Fischer W., Hellner E., Ueber die struktur des vanthoffits, Acta Crystallographica, 17, 1613–1613 (1964)."
/Volumes/Sajid's SSD/MinX-EQ/Famatinite/0_Famatinite_298.00_1.00_.cif,Famatinite,Cu₃ Sb S₄,"Garin J., Parthe E., The crystal structure of Cu3PSe4 and other ternary normal tetrahedral structure compounds with composition 1_356_4, Acta Crystallographica, Section B, 28, 3672–3674 (1972)."
/Volumes/Sajid's SSD/MinX-EQ/Jamesonite/0_Jamesonite_298.00_1.00_.cif,Jamesonite,Fe Pb₄ Sb₆ S₁₄,"Niizeki N., Buerger M. J., The crystal structure of jamesonite, FePb4Sb6S14, Zeitschrift fur Kristallographie, 109, 161–183 (1957)."
/Volumes/Sajid's SSD/MinX-EQ/Blossite/0_Blossite_298.00_1.00_.cif,Blossite,Cu₂ V₂ O₇,"Robinson P. D., Hughes J. M., Malinconico M. L., Blossite, alpha-Cu2V2O7, a new fumarolic sublimate from Izalco volcano, El Salvador - data obtained by personal communication, May 2003., American Mineralogist, 72, 397–400 (1987)."
/Volumes/Sajid's SSD/MinX-EQ/BC-8/0_BC-8_298.00_1.00_.cif,BC-8,C,"Fayos J., Possible 3D carbon structures as progressive intermediates in graphite to diamond phase transition Note: mathematical model, phase: BC-8, Journal of Solid State Chemistry, 148, 278–285 (1999)."
/Volumes/Sajid's SSD/MinX-EQ/Bogdanovite/0_Bogdanovite_298.00_1.00_.cif,Bogdanovite,Au₃ Cu,"Bayliss P., Revised unit cell dimensions, space group, and chemical formula of some metallic minerals, The Canadian Mineralogist, 28, 751–755 (1990)."
/Volumes/Sajid's SSD/MinX-EQ/Fassinaite/0_Fassinaite_298.00_1.00_.cif,Fassinaite,Pb₂ S₂ C O₆,"Bindi L., Nestola F., Kolitsch U., Guastoni A., Zorzi F., Fassinaite, Pb22+(S2O3)(CO3), the first mineral with coexisting thiosulphate and carbonate groups: description and crystal structure Note: Sample ID FAS-01, Mineralogical Magazine, 75, 2721–2732 (2011)."
/Volumes/Sajid's SSD/MinX-EQ/Reynoldsite/0_Reynoldsite_298.00_1.00_.cif,Reynoldsite,Pb₂ Mn₂ Cr O₉,"Kampf A. R., Mills S. J., Housley R. M., Bottrill R. S., Kolitsch U., Reynoldsite, Pb2Mn4+2O5(CrO4), a new phyllomanganate-chromate from the Blue Bell claims, California and the Red Lead mine, Tasmania, American Mineralogist, 97, 1187–1192 (2012)."
/Volumes/Sajid's SSD/MinX-EQ/Millerite/0_Millerite_298.00_1.00_.cif,Millerite,Ni S,"Grice J. D., Ferguson R. B., Crystal structure refinement of millerite (B-NiS), The Canadian Mineralogist, 12, 248–252 (1974)."
/Volumes/Sajid's SSD/MinX-EQ/Danalite/0_Danalite_298.00_1.00_.cif,Danalite,Fe₄ O₁₂ Be₃ Si₃ S,"Hassan I., Grundy H. D., The crystal structures of helvite group minerals, (MnFeZn)8(Be6Si6O24)S2, American Mineralogist, 70, 186–192 (1985)."
/Volumes/Sajid's SSD/MinX-EQ/Gallite/0_Gallite_298.00_1.00_.cif,Gallite,Cu Ga S₂,"Abrahams S. C., Bernstein J. L., Piezoelectric nonlinear optic CuGaS2 and CuInS2 crystal structure: Sublattice distortion in AIBIIIC2VI and AIIBIVC2V type chalcopyrites, Journal of Chemical Physics, 59, 5415–5420 (1973)."
/Volumes/Sajid's SSD/MinX-EQ/Cebaite-(Ce)/0_Cebaite-(Ce)_298.00_1.00_.cif,Cebaite-(Ce),Ba₃ Ce₂ C₅ O₁₅ F₂,"Yang Z., Structure redetermination of natural cebaite-(Ce), Ba3Ce2(CO3)5F2, Neues Jahrbuch fur Mineralogie, Monatshefte, 1995, 56–64 (1995)."
/Volumes/Sajid's SSD/MinX-EQ/Hodgkinsonite/0_Hodgkinsonite_298.00_1.00_.cif,Hodgkinsonite,Zn₂ Mn Si O₆ H₂,"Rentzeperis P. J., The crystal structure of hodgkinsonite Zn2Mn[(OH)2|SiO4] Note: y(H2) corrected, Zeitschrift fur Kristallographie, 119, 117–138 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Celadonite/0_Celadonite_298.00_1.00_.cif,Celadonite,K Al₂ Si₄ O₁₂ H₂,"Drits V. A., Zviagina B. B., McCarty D. K., Salyn A. L., Factors responsible for crystal-chemical variations in the solid solutions from illite to aluminoceladonite and from glauconite to celadonite Sample Name: 69 Note: y-coordinate of O1 altered by communication with authors, American Mineralogist, 95, 348–361 (2010)."
/Volumes/Sajid's SSD/MinX-EQ/Abellaite/0_Abellaite_298.00_1.00_.cif,Abellaite,Na Pb₂ C₂ (O₇ H),"Belokoneva E. L., Al'-Ama A. G., Dimitrova O. V., Kurazhkovskaya V. S., Stefanovich S. Y., Synthesis and crystal structure of new carbonate NaPb2(CO3)2(OH), Crystallography Reports, 47, 217–222 (2002)."
/Volumes/Sajid's SSD/MinX-EQ/Chekhovichite/0_Chekhovichite_298.00_1.00_.cif,Chekhovichite,Bi₂ Te₄ O₁₁,"Rossell H. J., Leblanc M., Ferey G., Bevan D. J. M., Simpson D. J., Taylor M. R., On the crystal structure of Bi2Te4O11, Australian Journal of Chemistry, 45, 1415–1425 (1992)."
/Volumes/Sajid's SSD/MinX-EQ/Lindstromite/0_Lindstromite_298.00_1.00_.cif,Lindstromite,Bi₇ Pb₃ Cu₃ S₁₅,"Horiuchi H., Wuensch B. J., Lindstromite, Cu3Pb3Bi7S15: Its space group and ordering scheme for metal atoms in the crystal structure, The Canadian Mineralogist, 15, 527–535 (1977)."
/Volumes/Sajid's SSD/MinX-EQ/Nordenskioldine/0_Nordenskioldine_298.00_1.00_.cif,Nordenskioldine,Ca Sn B₂ O₆,"Effenberger H., Zemann J., The detailed crystal structure of nordenskioeldine, CaSn(BO3)2, Neues Jahrbuch fur Mineralogie, Monatshefte, 1986, 111–114 (1986)."
/Volumes/Sajid's SSD/MinX-EQ/Shcherbinaite/0_Shcherbinaite_298.00_1.00_.cif,Shcherbinaite,V₂ O₅,"Ketelaar J., Die Kristallstruktur des Vanadinpentoxyds _cod_database_code 1011126, Zeitschrift fur Kristallographie, 95, 9–27 (1936)."
/Volumes/Sajid's SSD/MinX-EQ/Penobsquisite/0_Penobsquisite_298.00_1.00_.cif,Penobsquisite,Ca₂ Fe Cl B₉ O₂₃ H₁₅,"Grice J. D., Gault R. A., Van Velthuizen. J., Penobsquisite: A new borate mineral with a complex framework structure, The Canadian Mineralogist, 34, 657–665 (1996)."
/Volumes/Sajid's SSD/MinX-EQ/Pyrrhotite/0_Pyrrhotite_298.00_1.00_.cif,Pyrrhotite,Fe₇ S₈,"Tokonami M., Nishiguchi K., Morimoto N., Crystal structure of a monoclinic pyrrhotite (Fe7S8), American Mineralogist, 57, 1066–1080 (1972)."
/Volumes/Sajid's SSD/MinX-EQ/Pararammelsbergite/0_Pararammelsbergite_298.00_1.00_.cif,Pararammelsbergite,Ni As₂,"Fleet M. E., The crystal structure of pararammelsbergite (NiAs2), American Mineralogist, 57, 1–9 (1972)."
/Volumes/Sajid's SSD/MinX-EQ/Alumotantite/0_Alumotantite_298.00_1.00_.cif,Alumotantite,Ta Al O₄,"Ercit T. S., Hawthorne F. C., Cerny P., The crystal structure of alumotantite: Its relation to the structures of simpsonite and the (Al,Ga)(Ta,Nb)O4 compounds, The Canadian Mineralogist, 30, 653–662 (1992)."
/Volumes/Sajid's SSD/MinX-EQ/Villiaumite/0_Villiaumite_302.75_1.00_.cif,Villiaumite,Na F,"Deshpande V. T., Thermal expansion of sodium fluoride and sodium bromide Note: T = 29.6 C, rocksalt structure, Acta Crystallographica, 14, 794–794 (1961)."
/Volumes/Sajid's SSD/MinX-EQ/Datolite/0_Datolite_298.00_1.00_.cif,Datolite,Ca Si B O₅ H,"Foit F. F., Phillips M. W., Gibbs G. V., A refinement of the crystal structure of datolite, CaBSiO4(OH), American Mineralogist, 58, 909–914 (1973)."
/Volumes/Sajid's SSD/MinX-EQ/Cejkaite/0_Cejkaite_298.00_1.00_.cif,Cejkaite,Na₄ U C₃ O₁₁,"Ondrus P., Skala R., Veselovsky F., Sejkora J., Vitti C., Cejkaite, the triclinic polymorph of Na4(UO2)(CO3)3 - a new mineral from Jachymov, Czech Republic, American Mineralogist, 88, 686–693 (2003)."
/Volumes/Sajid's SSD/MinX-EQ/Dimorphite/0_Dimorphite_298.00_1.00_.cif,Dimorphite,As₄ S₃,"Whitfield H. J., Crystal structure of the beta-form of tetraarsenic trisulphide, Journal of the Chemical Society, Dalton Transactions, Inorganic Chemistry, 1973, 1737–1738 (1973)."
/Volumes/Sajid's SSD/MinX-EQ/Seeligerite/0_Seeligerite_298.00_1.00_.cif,Seeligerite,Pb₃ I O₄ Cl₃,"Bindi L., Welch M. D., Bonazzi P., Pratesi G., Menchetti S., The crystal structure of seeligerite, Pb3IO4Cl3, a rare Pb-I-oxychloride from the San Rafael mine, Sierra Gorda, Chile, Mineralogical Magazine, 71, 771–783 (2008)."
/Volumes/Sajid's SSD/MinX-EQ/Perite/0_Perite_298.00_1.00_.cif,Perite,Pb Bi Cl O₂,"Gillberg M., Perite, a new oxyhalide mineral from Langban, Sweden, Arkiv for Mineralogi och Geologi, 2, 565–570 (1960)."
/Volumes/Sajid's SSD/MinX-EQ/Lithosite/0_Lithosite_298.00_1.00_.cif,Lithosite,K₃ Al₂ Si₄ O₁₃,"Pudovkina Z. V., Solov'eva L. P., Pyatenko Y. A., Crystal structure of lithosite K3[HAl2Si4O13], Soviet Physics Doklady, 31, 941–942 (1986)."
/Volumes/Sajid's SSD/MinX-EQ/Edgarbaileyite/0_Edgarbaileyite_298.00_1.00_.cif,Edgarbaileyite,Hg₆ Si₂ O₇,"Angel R. J., Cressey G., Criddle A. J., Edgarbaileyite, Hg6Si2O7: The crystal structure of the first mercury silicate, American Mineralogist, 75, 1192–1196 (1990)."
